,original_title,genres,averagerating,numvotes,main_genre,subgenre_1,subgenre_2,primary_name,primary_profession,id,movie,production_budget,domestic_gross,worldwide_gross,profit,roi,release_date
1965,The Predator,"Action,Adventure,Sci-Fi",5.4,94888,Action,Adventure,Sci-Fi,Shane Black,"writer,actor,director",84,The Predator,88000000.0,51024708.0,159487563.0,71487563,181.23586704545454,2018-09-14
1966,Cabin Fever,Horror,3.7,7873,Horror,,,Travis Zariwny,"production_designer,camera_department,director",65,Cabin Fever,1500000.0,21158188.0,30351664.0,28851664,2023.4442666666666,2016-02-12
1967,War Room,Drama,6.5,11716,Drama,,,Alex Kendrick,"actor,writer,director",66,War Room,3000000.0,67790117.0,73975239.0,70975239,2465.8413,2015-08-28
1968,31,"Horror,Thriller",5.1,15055,Horror,Thriller,,Rob Zombie,"soundtrack,director,actor",85,31,1500000.0,779820.0,922727.0,-577273,61.51513333333334,2016-10-21
1969,Yoga Hosers,"Action,Comedy,Fantasy",4.3,10483,Action,Comedy,Fantasy,Kevin Smith,"producer,writer,actor",86,Yoga Hosers,5000000.0,0.0,22958.0,-4977042,0.45916,2016-09-02
1970,Restoration,"Sci-Fi,Thriller",6.7,82,Sci-Fi,Thriller,,Stuart Willis,"visual_effects,director,writer",34,Restoration,18000000.0,4100000.0,4100000.0,-13900000,22.77777777777778,2016-05-03
1971,Restoration,Horror,4.0,808,Horror,,,Zack Ward,"actor,producer,writer",34,Restoration,18000000.0,4100000.0,4100000.0,-13900000,22.77777777777778,2016-05-03
1972,Restoration,Drama,8.4,17,Drama,,,Jeremiah Mclamb,"cinematographer,director,writer",34,Restoration,18000000.0,4100000.0,4100000.0,-13900000,22.77777777777778,2016-05-03
1973,Dope,"Comedy,Crime,Drama",7.2,76557,Comedy,Crime,Drama,Rick Famuyiwa,"producer,director,writer",11,Dope,7000000.0,17506470.0,18190831.0,11190831,259.8690142857143,2015-06-19
1974,Krampus,"Comedy,Fantasy,Horror",6.2,55400,Comedy,Fantasy,Horror,Michael Dougherty,"writer,director,actor",28,Krampus,15000000.0,42725475.0,61788393.0,46788393,411.92262,2015-12-04
1975,The Bronze,"Comedy,Drama,Sport",6.0,9043,Comedy,Drama,Sport,Bryan Buckley,"director,writer,producer",16,The Bronze,3500000.0,615816.0,615816.0,-2884184,17.594742857142855,2016-03-18
1977,The Perfect Guy,"Crime,Drama,Horror",5.6,8998,Crime,Drama,Horror,David M. Rosenthal,"director,writer,producer",78,The Perfect Guy,18000000.0,57027435.0,60278166.0,42278166,334.87870000000004,2015-09-11
1978,Bajrangi Bhaijaan,"Action,Comedy,Drama",8.0,63747,Action,Comedy,Drama,Kabir Khan,"director,producer,writer",86,Bajrangi Bhaijaan,13000000.0,8178001.0,121778347.0,108778347,936.7565153846155,2015-07-17
1979,The Boss Baby,"Adventure,Animation,Comedy",6.3,93730,Adventure,Animation,Comedy,Tom Mcgrath,"writer,actor,animation_department",71,The Boss Baby,125000000.0,175003033.0,510878762.0,385878762,408.70300960000003,2017-03-31
1980,Stronger,"Biography,Drama",7.0,33464,Biography,Drama,,David Gordon Green,"producer,director,writer",90,Stronger,30000000.0,4211129.0,8786752.0,-21213248,29.289173333333334,2017-09-22
1981,Stronger,Drama,6.8,22,Drama,,,Robin B. Murray,"director,writer",90,Stronger,30000000.0,4211129.0,8786752.0,-21213248,29.289173333333334,2017-09-22
1982,Stronger,"Action,Sport",8.4,8,Action,Sport,,Florian Eckhardt,director,90,Stronger,30000000.0,4211129.0,8786752.0,-21213248,29.289173333333334,2017-09-22
1983,Baby Driver,"Action,Crime,Drama",7.6,363977,Action,Crime,Drama,Edgar Wright,"director,writer,actor",59,Baby Driver,34000000.0,107825862.0,228104185.0,194104185,670.8946617647059,2017-06-28
1984,Gun Shy,"Action,Adventure,Comedy",4.1,2216,Action,Adventure,Comedy,Simon West,"producer,director,actor",86,Gun Shy,10000000.0,1638202.0,1638202.0,-8361798,16.38202,2017-09-08
1985,The Space Between Us,"Adventure,Drama,Romance",6.4,41031,Adventure,Drama,Romance,Peter Chelsom,"actor,director,writer",84,The Space Between Us,30000000.0,7885294.0,16481405.0,-13518595,54.93801666666667,2017-02-03
1986,Mustang,Drama,7.6,30899,Drama,,,Deniz Gamze Ergüven,"director,actress,writer",21,Mustang,1400000.0,845464.0,5552584.0,4152584,396.61314285714286,2015-11-20
1987,Cursed,Comedy,8.3,6,Comedy,,,Britt Kynde,"director,actress,writer",14,Cursed,35000000.0,19294901.0,25114901.0,-9885099,71.75686,2015-04-11
1988,The Bye Bye Man,"Drama,Fantasy,Horror",4.3,17743,Drama,Fantasy,Horror,Stacy Title,"director,producer,writer",77,The Bye Bye Man,7400000.0,22395806.0,31187727.0,23787727,421.45577027027025,2017-01-13
1989,Swiss Army Man,"Adventure,Comedy,Drama",7.0,91736,Adventure,Comedy,Drama,Dan Kwan,"director,actor,writer",10,Swiss Army Man,3000000.0,4210454.0,5837111.0,2837111,194.57036666666667,2016-06-24
1990,The Shallows,"Drama,Horror,Thriller",6.3,106927,Drama,Horror,Thriller,Jaume Collet-Serra,"director,producer",54,The Shallows,13000000.0,55121623.0,118763442.0,105763442,913.5649384615384,2016-06-24
1991,Green Room,"Horror,Music,Thriller",7.0,90773,Horror,Music,Thriller,Jeremy Saulnier,"camera_department,cinematographer,director",46,Green Room,5000000.0,3220371.0,3807503.0,-1192497,76.15006,2016-04-15
1993,Rodeo Girl,"Adventure,Family",5.8,175,Adventure,Family,,Joel Paul Reisig,"producer,actor,director",90,Rodeo Girl,500000.0,0.0,0.0,-500000,0.0,2016-01-05
1994,The Dog Lover,Drama,5.6,620,Drama,,,Alex Ranarivelo,"director,writer,editor",100,The Dog Lover,2000000.0,0.0,0.0,-2000000,0.0,2016-07-08
1995,The Darkest Minds,"Action,Adventure,Drama",5.7,21340,Action,Adventure,Drama,Jennifer Yuh Nelson,"animation_department,art_department,director",64,The Darkest Minds,34000000.0,12695691.0,38361428.0,4361428,112.82772941176471,2018-08-03
1996,The Return,"Crime,Mystery,Thriller",6.3,36,Crime,Mystery,Thriller,Oliver Nias,"director,writer,editor",43,The Return,15000000.0,501752.0,5953886.0,-9046114,39.69257333333333,2016-04-17
1997,The Return,"Horror,Mystery,Thriller",5.4,27,Horror,Mystery,Thriller,Ryan Prince,"producer,writer,director",43,The Return,15000000.0,501752.0,5953886.0,-9046114,39.69257333333333,2016-04-17
1998,The Return,Adventure,8.2,32,Adventure,,,Steven F. Zambo,"writer,director,producer",43,The Return,15000000.0,501752.0,5953886.0,-9046114,39.69257333333333,2016-04-17
1999,The Return,Drama,4.8,5,Drama,,,Green Zeng,"director,writer,editor",43,The Return,15000000.0,501752.0,5953886.0,-9046114,39.69257333333333,2016-04-17
2000,The Return,Documentary,6.6,42,Documentary,,,Katie Galloway,"producer,director,writer",43,The Return,15000000.0,501752.0,5953886.0,-9046114,39.69257333333333,2016-04-17
2001,The Return,"Documentary,Drama",7.1,104,Documentary,Drama,,Malene Choi,"director,writer,cinematographer",43,The Return,15000000.0,501752.0,5953886.0,-9046114,39.69257333333333,2016-04-17
2002,The Return,"Action,Crime,Drama",7.3,7,Action,Crime,Drama,Jay Sommerville,"producer,writer,director",43,The Return,15000000.0,501752.0,5953886.0,-9046114,39.69257333333333,2016-04-17
2003,The Return,"Action,Documentary",6.9,134,Action,Documentary,,Erich Joiner,"producer,director,cinematographer",43,The Return,15000000.0,501752.0,5953886.0,-9046114,39.69257333333333,2016-04-17
2004,Forever My Girl,"Drama,Music,Romance",6.7,10316,Drama,Music,Romance,Bethany Ashton Wolf,"writer,director,actress",98,Forever My Girl,3500000.0,16376066.0,16376066.0,12876066,467.88759999999996,2018-01-26
2005,Renegades,"Action,Adventure,Crime",5.4,7095,Action,Adventure,Crime,Steven Quale,"director,miscellaneous,assistant_director",20,Renegades,77500000.0,0.0,1521672.0,-75978328,1.963447741935484,2018-12-21
2006,The Lego Batman Movie,"Action,Animation,Comedy",7.3,116433,Action,Animation,Comedy,Chris Mckay,"director,producer,editor",41,The Lego Batman Movie,80000000.0,175750384.0,310660018.0,230660018,388.3250225,2017-02-10
2007,Florence Foster Jenkins,"Biography,Comedy,Drama",6.8,44970,Biography,Comedy,Drama,Stephen Frears,"director,producer,actor",22,Florence Foster Jenkins,29000000.0,27383770.0,56000339.0,27000339,193.10461724137932,2016-08-12
2008,Keanu,"Action,Comedy,Crime",6.3,41560,Action,Comedy,Crime,Peter Atencio,"director,producer,actor",70,Keanu,15000000.0,20591853.0,20688141.0,5688141,137.92094,2016-04-29
2009,Bound,"Drama,Thriller",3.5,1931,Drama,Thriller,,Jared Cohn,"actor,director,writer",33,Bound,4500000.0,3802260.0,7011317.0,2511317,155.80704444444444,2015-01-09
2010,Free Fire,"Action,Comedy,Crime",6.4,35954,Action,Comedy,Crime,Ben Wheatley,"director,writer,editor",83,Free Fire,10000000.0,1799322.0,3793739.0,-6206261,37.93739,2017-04-21
2011,Woodlawn,"Drama,Sport",6.5,6070,Drama,Sport,,Jon Erwin,"director,producer,writer",81,Woodlawn,13000000.0,14394097.0,14403703.0,1403703,110.79771538461539,2015-10-16
2013,Jason Bourne,"Action,Thriller",6.6,190596,Action,Thriller,,Paul Greengrass,"director,producer,writer",86,Jason Bourne,120000000.0,162192920.0,416168316.0,296168316,346.80692999999997,2016-07-29
2014,Widows,"Crime,Drama,Thriller",7.0,61615,Crime,Drama,Thriller,Steve Mcqueen,"director,writer,producer",50,Widows,40000000.0,42402632.0,73866088.0,33866088,184.66522,2018-11-16
2015,Top Spin,Documentary,6.9,513,Documentary,,,Sara Newens,"editor,director,producer",61,Top Spin,150000.0,5858.0,5858.0,-144142,3.9053333333333335,2014-11-15
2017,Frenzy,Thriller,8.1,16,Thriller,,,Aash Aaron,"actor,producer,writer",2,Frenzy,3500000.0,12600000.0,12600000.0,9100000,360.0,2018-08-15
2018,The Fits,"Drama,Music",6.7,4053,Drama,Music,,Anna Rose Holmer,"camera_department,director,cinematographer",51,The Fits,170000.0,166425.0,169242.0,-758,99.55411764705883,2016-01-22
2019,Kicks,"Adventure,Drama",6.3,3789,Adventure,Drama,,Justin Tipping,"director,writer,actor",13,Kicks,10000000.0,150191.0,150191.0,-9849809,1.50191,2016-09-09
2020,Krisha,Drama,7.2,5917,Drama,,,Trey Edward Shults,"director,writer,editor",38,Krisha,30000.0,144822.0,144822.0,114822,482.74,2014-03-07
2023,The Founder,"Biography,Drama,History",7.2,97841,Biography,Drama,History,John Lee Hancock,"writer,director,producer",90,The Founder,15000000.0,12786053.0,24403192.0,9403192,162.68794666666665,2017-01-20
2025,Fight Valley,"Action,Drama",2.7,494,Action,Drama,,Rob Hawk,"cinematographer,director,editor",15,Fight Valley,20000000.0,0.0,0.0,-20000000,0.0,2016-07-22
2026,Emily,Drama,6.8,13,Drama,,,Ryan Graves,"writer,director,editor",45,Emily,27000.0,3547.0,3547.0,-23453,13.137037037037036,2013-06-21
2027,In Dubious Battle,Drama,6.1,3189,Drama,,,James Franco,"actor,producer,director",61,In Dubious Battle,15000000.0,0.0,214182.0,-14785818,1.42788,2017-02-17
2029,Shark Lake,"Action,Adventure,Crime",3.5,1686,Action,Adventure,Crime,Jerry Dugan,"cinematographer,camera_department,producer",1,Shark Lake,2000000.0,0.0,0.0,-2000000,0.0,2015-10-02
2030,Counting,Documentary,6.0,126,Documentary,,,Jem Cohen,"director,cinematographer,editor",20,Counting,50000.0,8374.0,8374.0,-41626,16.747999999999998,2015-07-31
2031,Fifty Shades Darker,"Drama,Romance",4.6,81706,Drama,Romance,,James Foley,"director,writer,actor",91,Fifty Shades Darker,55000000.0,114434010.0,381398492.0,326398492,693.4518036363636,2017-02-10
2032,Fifty Shades Freed,"Drama,Romance,Thriller",4.5,43893,Drama,Romance,Thriller,James Foley,"director,writer,actor",97,Fifty Shades Freed,55000000.0,100407760.0,371350619.0,316350619,675.1829436363637,2018-02-09
2033,Gifted,Drama,7.6,82426,Drama,,,Marc Webb,"producer,director,writer",4,Gifted,7000000.0,24801212.0,36964656.0,29964656,528.0665142857143,2017-04-12
2034,The Meddler,"Comedy,Drama,Romance",6.3,10629,Comedy,Drama,Romance,Lorene Scafaria,"writer,actress,soundtrack",58,The Meddler,3200000.0,4267219.0,5526942.0,2326942,172.7169375,2016-04-22
2035,White Boy Rick,"Crime,Drama",6.4,16255,Crime,Drama,,Yann Demange,"director,producer,writer",42,White Boy Rick,30000000.0,24004833.0,25947983.0,-4052017,86.49327666666666,2018-09-14
2036,Miss Sloane,"Drama,Thriller",7.5,52788,Drama,Thriller,,John Madden,"director,producer,writer",36,Miss Sloane,18000000.0,3500605.0,7719630.0,-10280370,42.886833333333335,2016-11-25
2038,Nocturnal Animals,"Drama,Thriller",7.5,205240,Drama,Thriller,,Tom Ford,"director,writer,producer",3,Nocturnal Animals,22500000.0,10663357.0,32398681.0,9898681,143.99413777777778,2016-11-18
2040,Darkest Hour,"Biography,Drama,History",7.4,136546,Biography,Drama,History,Joe Wright,"director,producer,actor",84,Darkest Hour,30000000.0,56443120.0,150807172.0,120807172,502.6905733333333,2017-11-22
2042,Mile 22,"Action,Adventure,Thriller",6.1,47862,Action,Adventure,Thriller,Peter Berg,"producer,actor,writer",78,Mile 22,35000000.0,36108758.0,66295121.0,31295121,189.41463142857143,2018-08-17
2043,Patriots Day,"Action,Crime,Drama",7.4,76204,Action,Crime,Drama,Peter Berg,"producer,actor,writer",69,Patriots Day,40000000.0,31886361.0,52837989.0,12837989,132.09497249999998,2016-12-21
2045,Sleight,"Action,Drama,Sci-Fi",5.9,7074,Action,Drama,Sci-Fi,J.D. Dillard,"director,writer,producer",72,Sleight,250000.0,3930990.0,3934450.0,3684450,1573.78,2017-04-28
2047,Christopher Robin,"Adventure,Animation,Comedy",7.3,52737,Adventure,Animation,Comedy,Marc Forster,"producer,director,writer",43,Christopher Robin,75000000.0,99215042.0,197504758.0,122504758,263.3396773333333,2018-08-03
2048,The Star,"Adventure,Animation,Comedy",6.1,5159,Adventure,Animation,Comedy,Timothy Reckart,"animation_department,director,writer",39,The Star,20000000.0,40847995.0,62758010.0,42758010,313.79005,2017-11-17
2049,Bobby,"Biography,Documentary,Sport",7.1,383,Biography,Documentary,Sport,Ron Scalpello,"director,writer,producer",8,Bobby,14000000.0,11242801.0,20597806.0,6597806,147.1271857142857,2016-05-27
2050,Bobby,"Comedy,Romance",6.8,185,Comedy,Romance,,Shebi Chowghat,"director,writer",8,Bobby,14000000.0,11242801.0,20597806.0,6597806,147.1271857142857,2016-05-27
2051,Bobby,Drama,8.9,23,Drama,,,Giriraj Ghimire,"director,writer,assistant_director",8,Bobby,14000000.0,11242801.0,20597806.0,6597806,147.1271857142857,2016-05-27
2052,Storks,"Adventure,Animation,Comedy",6.8,50448,Adventure,Animation,Comedy,Nicholas Stoller,"producer,writer,director",15,Storks,70000000.0,72679278.0,183353431.0,113353431,261.9334728571428,2016-09-23
2053,Braid,"Horror,Mystery,Thriller",5.3,1115,Horror,Mystery,Thriller,Mitzi Peirone,"actress,director,writer",48,Braid,1660000.0,0.0,80745.0,-1579255,4.864156626506024,2019-02-01
2054,Denial,"Biography,Drama",6.7,16593,Biography,Drama,,Mick Jackson,"director,producer,miscellaneous",66,Denial,10000000.0,4073448.0,9263940.0,-736060,92.63940000000001,2016-09-30
2056,Denial,Documentary,7.4,25,Documentary,,,Derek Hallquist,"cinematographer,camera_department,producer",66,Denial,10000000.0,4073448.0,9263940.0,-736060,92.63940000000001,2016-09-30
2058,Almost Christmas,"Comedy,Drama",6.1,5212,Comedy,Drama,,David E. Talbert,"writer,director,producer",81,Almost Christmas,17000000.0,42065185.0,42493506.0,25493506,249.96179999999998,2016-11-11
2059,Bad Moms,Comedy,6.2,100952,Comedy,,,Scott Moore,"writer,producer,director",99,Bad Moms,20000000.0,113257297.0,180998716.0,160998716,904.9935800000001,2016-07-29
2060,Driving Miss Daisy,"Comedy,Drama",8.2,122,Comedy,Drama,,David Esbjornson,director,53,Driving Miss Daisy,7500000.0,106593296.0,106593296.0,99093296,1421.2439466666665,2014-06-04
2061,All Saints,Drama,6.0,1220,Drama,,,Steve Gomer,"director,producer,miscellaneous",12,All Saints,2000000.0,5802208.0,5941994.0,3941994,297.0997,2017-08-25
2062,Loving,"Biography,Drama,Romance",7.0,28079,Biography,Drama,Romance,Jeff Nichols,"writer,director,producer",92,Loving,9000000.0,7710234.0,12898064.0,3898064,143.31182222222222,2016-11-04
2064,Under The Rainbow,Horror,6.2,8,Horror,,,Luke Ramer,"director,writer,producer",99,Under The Rainbow,20000000.0,18826490.0,18826490.0,-1173510,94.13245,2015-06-01
2065,Collateral Beauty,"Drama,Romance",6.8,78764,Drama,Romance,,David Frankel,"producer,director,writer",13,Collateral Beauty,36000000.0,31016021.0,85309093.0,49309093,236.96970277777777,2016-12-16
2067,Bumblebee,"Action,Adventure,Sci-Fi",6.9,94155,Action,Adventure,Sci-Fi,Travis Knight,"animation_department,producer,director",62,Bumblebee,102000000.0,127195589.0,465195589.0,363195589,456.07410686274505,2018-12-21
2068,Early Man,"Adventure,Animation,Comedy",6.1,15882,Adventure,Animation,Comedy,Nick Park,"writer,producer,animation_department",98,Early Man,50000000.0,8267544.0,45285890.0,-4714110,90.57178,2018-02-16
2069,Book Club,Documentary,6.6,9,Documentary,,,Hope Hartman,director,43,Book Club,10000000.0,68566296.0,91113683.0,81113683,911.13683,2015-05-13
2071,Book Club,"Comedy,Drama,Romance",6.1,18728,Comedy,Drama,Romance,Bill Holderman,"producer,writer,miscellaneous",43,Book Club,10000000.0,68566296.0,91113683.0,81113683,911.13683,2015-05-13
2073,American Hero,"Action,Comedy,Drama",4.9,3661,Action,Comedy,Drama,Nick Love,"writer,producer,director",3,American Hero,1000000.0,0.0,26.0,-999974,0.0026,2015-12-11
2074,Pitch Perfect 3,"Comedy,Music",5.8,45127,Comedy,Music,,Trish Sie,"director,miscellaneous,writer",58,Pitch Perfect 3,45000000.0,104897530.0,185736412.0,140736412,412.7475822222222,2017-12-22
2076,The Promise,"Drama,History",6.1,164555,Drama,History,,Terry George,"writer,producer,miscellaneous",78,The Promise,90000000.0,8224288.0,10551417.0,-79448583,11.723796666666667,2013-10-16
2079,The Promise,Thriller,5.8,8,Thriller,,,Bambang Drias,"director,writer,producer",78,The Promise,90000000.0,8224288.0,10551417.0,-79448583,11.723796666666667,2013-10-16
2082,The Meg,"Action,Horror,Sci-Fi",5.7,114042,Action,Horror,Sci-Fi,Jon Turteltaub,"producer,director,writer",94,The Meg,178000000.0,145443742.0,529530715.0,351530715,297.4891657303371,2018-08-10
2083,Lights Out,"Drama,Horror,Mystery",6.3,100650,Drama,Horror,Mystery,David F. Sandberg,"director,composer,writer",55,Lights Out,5000000.0,67268835.0,148806510.0,143806510,2976.1302,2016-07-22
2084,Unhinged,Thriller,4.2,184,Thriller,,,Giorgio Serafini,"director,writer,actor",30,Unhinged,29000000.0,0.0,0.0,-29000000,0.0,2017-08-08
2085,Unhinged,Horror,4.2,512,Horror,,,Dan Allen,"director,editor,producer",30,Unhinged,29000000.0,0.0,0.0,-29000000,0.0,2017-08-08
2086,Rough Night,"Comedy,Crime,Thriller",5.2,39447,Comedy,Crime,Thriller,Lucia Aniello,"producer,director,writer",87,Rough Night,20000000.0,22105643.0,46844357.0,26844357,234.22178499999998,2017-06-16
2087,Hush,Documentary,4.8,13,Documentary,,,Punam Kumar Gill,"director,writer,producer",22,Hush,1000000.0,0.0,0.0,-1000000,0.0,2015-03-27
2089,Hush,"Horror,Thriller",6.6,79100,Horror,Thriller,,Mike Flanagan,"editor,writer,director",22,Hush,1000000.0,0.0,0.0,-1000000,0.0,2015-03-27
2091,Red Eye,Horror,3.3,275,Horror,,,Tristan Clay,"director,writer,editor",30,Red Eye,26000000.0,57891803.0,96666486.0,70666486,371.7941769230769,2017-10-01
2092,Hidden Figures,"Biography,Drama,History",7.8,171131,Biography,Drama,History,Theodore Melfi,"producer,director,writer",64,Hidden Figures,25000000.0,169607287.0,231771716.0,206771716,927.086864,2016-12-10
2094,Blood Feast,Horror,4.9,653,Horror,,,Marcel Walz,"director,writer,producer",77,Blood Feast,1200000.0,8708.0,8708.0,-1191292,0.7256666666666667,2017-06-23
2095,The Perfect Match,"Comedy,Romance",4.9,3052,Comedy,Romance,,Bille Woodruff,"director,cinematographer,producer",22,The Perfect Match,5000000.0,9669521.0,10182050.0,5182050,203.64100000000002,2016-03-11
2096,The Emoji Movie,"Adventure,Animation,Comedy",3.2,47294,Adventure,Animation,Comedy,Tony Leondis,"writer,director,actor",7,The Emoji Movie,50000000.0,86089513.0,216562312.0,166562312,433.124624,2017-07-23
2097,Lady Bird,"Comedy,Drama",7.4,177677,Comedy,Drama,,Greta Gerwig,"actress,writer,producer",53,Lady Bird,10000000.0,48958273.0,78610769.0,68610769,786.1076899999999,2017-11-03
2099,Moonlight,Drama,7.4,227964,Drama,,,Barry Jenkins,"writer,director,producer",64,Moonlight,1500000.0,27854931.0,65245512.0,63745512,4349.7008000000005,2016-10-21
