,original_title,runtime_minutes,genres,averagerating,numvotes,main_genre,subgenre_1,subgenre_2,primary_name,primary_profession,id,movie,production_budget,domestic_gross,worldwide_gross,profit,roi,release_date_x
1838,The Darkest Minds,104.0,"Action,Adventure,Drama",5.7,21340,Action,Adventure,Drama,Jennifer Yuh Nelson,"animation_department,art_department,director",64,The Darkest Minds,34000000.0,12695691.0,38361428.0,4361428,112.82772941176471,2018-08-03
1839,The Purge: Election Year,108.0,"Action,Horror,Sci-Fi",6.0,80254,Action,Horror,Sci-Fi,James Demonaco,"writer,producer,director",42,The Purge: Election Year,10000000.0,79042440.0,118514727.0,108514727,1185.14727,2016-07-01
1840,Forever My Girl,108.0,"Drama,Music,Romance",6.7,10316,Drama,Music,Romance,Bethany Ashton Wolf,"writer,director,actress",98,Forever My Girl,3500000.0,16376066.0,16376066.0,12876066,467.88759999999996,2018-01-26
1841,Renegades,106.0,"Action,Adventure,Crime",5.4,7095,Action,Adventure,Crime,Steven Quale,"director,miscellaneous,assistant_director",20,Renegades,77500000.0,0.0,1521672.0,-75978328,1.963447741935484,2018-12-21
1842,The Lego Batman Movie,104.0,"Action,Animation,Comedy",7.3,116433,Action,Animation,Comedy,Chris Mckay,"director,producer,editor",41,The Lego Batman Movie,80000000.0,175750384.0,310660018.0,230660018,388.3250225,2017-02-10
1843,Fantastic Beasts: The Crimes Of Grindelwald,134.0,"Adventure,Family,Fantasy",6.6,163151,Adventure,Family,Fantasy,David Yates,"director,producer,writer",60,Fantastic Beasts: The Crimes Of Grindelwald,200000000.0,159555901.0,652220086.0,452220086,326.110043,2018-11-16
1844,Florence Foster Jenkins,111.0,"Biography,Comedy,Drama",6.8,44970,Biography,Comedy,Drama,Stephen Frears,"director,producer,actor",22,Florence Foster Jenkins,29000000.0,27383770.0,56000339.0,27000339,193.10461724137932,2016-08-12
1845,Keanu,100.0,"Action,Comedy,Crime",6.3,41560,Action,Comedy,Crime,Peter Atencio,"director,producer,actor",70,Keanu,15000000.0,20591853.0,20688141.0,5688141,137.92094,2016-04-29
1846,Bound,91.0,"Drama,Thriller",3.5,1931,Drama,Thriller,,Jared Cohn,"actor,director,writer",33,Bound,4500000.0,3802260.0,7011317.0,2511317,155.80704444444444,2015-01-09
1847,Avengers: Infinity War,149.0,"Action,Adventure,Sci-Fi",8.5,670926,Action,Adventure,Sci-Fi,Joe Russo,"producer,director,writer",7,Avengers: Infinity War,300000000.0,678815482.0,2048134200.0,1748134200,682.7114,2018-04-27
1848,Free Fire,91.0,"Action,Comedy,Crime",6.4,35954,Action,Comedy,Crime,Ben Wheatley,"director,writer,editor",83,Free Fire,10000000.0,1799322.0,3793739.0,-6206261,37.93739,2017-04-21
1849,Woodlawn,123.0,"Drama,Sport",6.5,6070,Drama,Sport,,Jon Erwin,"director,producer,writer",81,Woodlawn,13000000.0,14394097.0,14403703.0,1403703,110.79771538461539,2015-10-16
1850,Meet The Blacks,94.0,"Comedy,Horror",5.9,34669,Comedy,Horror,,Deon Taylor,"director,producer,writer",39,Meet The Blacks,900000.0,9097072.0,9097072.0,8197072,1010.7857777777778,2016-04-01
1851,The Birth Of A Nation,120.0,"Biography,Drama,History",6.4,18442,Biography,Drama,History,Nate Parker,"actor,producer,writer",17,The Birth Of A Nation,10000000.0,15861566.0,16891011.0,6891011,168.91011,2016-10-07
1852,Jason Bourne,123.0,"Action,Thriller",6.6,190596,Action,Thriller,,Paul Greengrass,"director,producer,writer",86,Jason Bourne,120000000.0,162192920.0,416168316.0,296168316,346.80692999999997,2016-07-29
1853,Widows,129.0,"Crime,Drama,Thriller",7.0,61615,Crime,Drama,Thriller,Steve Mcqueen,"director,writer,producer",50,Widows,40000000.0,42402632.0,73866088.0,33866088,184.66522,2018-11-16
1854,The Fits,72.0,"Drama,Music",6.7,4053,Drama,Music,,Anna Rose Holmer,"camera_department,director,cinematographer",51,The Fits,170000.0,166425.0,169242.0,-758,99.55411764705883,2016-01-22
1855,Kicks,80.0,"Adventure,Drama",6.3,3789,Adventure,Drama,,Justin Tipping,"director,writer,actor",13,Kicks,10000000.0,150191.0,150191.0,-9849809,1.50191,2016-09-09
1856,Miracles From Heaven,109.0,"Biography,Drama,Family",7.1,17734,Biography,Drama,Family,Patricia Riggen,"director,producer,miscellaneous",50,Miracles From Heaven,13000000.0,61705123.0,73798736.0,60798736,567.6825846153847,2016-03-18
1857,Krisha,83.0,Drama,7.2,5917,Drama,,,Trey Edward Shults,"director,writer,editor",38,Krisha,30000.0,144822.0,144822.0,114822,482.74,2016-03-18
1858,The Founder,115.0,"Biography,Drama,History",7.2,97841,Biography,Drama,History,John Lee Hancock,"writer,director,producer",90,The Founder,15000000.0,12786053.0,24403192.0,9403192,162.68794666666665,2017-01-20
1859,Fight Valley,90.0,"Action,Drama",2.7,494,Action,Drama,,Rob Hawk,"cinematographer,director,editor",15,Fight Valley,20000000.0,0.0,0.0,-20000000,0.0,2016-07-22
1860,Kubo And The Two Strings,101.0,"Action,Adventure,Animation",7.8,105578,Action,Adventure,Animation,Travis Knight,"animation_department,producer,director",22,Kubo And The Two Strings,55000000.0,48023088.0,77548122.0,22548122,140.99658545454545,2016-08-19
1861,90 Minutes In Heaven,121.0,Drama,4.8,3105,Drama,,,Michael Polish,"director,writer,producer",38,90 Minutes In Heaven,5000000.0,4816142.0,4816142.0,-183858,96.32284,2015-09-11
1862,Queen Of Katwe,124.0,"Biography,Drama,Sport",7.4,13039,Biography,Drama,Sport,Mira Nair,"director,producer,actress",6,Queen Of Katwe,15000000.0,8874389.0,10055481.0,-4944519,67.03654,2016-09-23
1863,Ouija: Origin Of Evil,99.0,"Drama,Horror,Mystery",6.1,47099,Drama,Horror,Mystery,Mike Flanagan,"editor,writer,director",75,Ouija: Origin Of Evil,9000000.0,35144505.0,81831866.0,72831866,909.2429555555557,2016-10-21
1864,In Dubious Battle,110.0,Drama,6.1,3189,Drama,,,James Franco,"actor,producer,director",61,In Dubious Battle,15000000.0,0.0,214182.0,-14785818,1.42788,2017-02-17
1865,Shark Lake,92.0,"Action,Adventure,Crime",3.5,1686,Action,Adventure,Crime,Jerry Dugan,"cinematographer,camera_department,producer",1,Shark Lake,2000000.0,0.0,0.0,-2000000,0.0,2015-10-02
1866,Neighbors 2: Sorority Rising,92.0,Comedy,5.7,102793,Comedy,,,Nicholas Stoller,"producer,writer,director",56,Neighbors 2: Sorority Rising,35000000.0,55340730.0,108757621.0,73757621,310.73605999999995,2016-05-20
1867,Fifty Shades Darker,118.0,"Drama,Romance",4.6,81706,Drama,Romance,,James Foley,"director,writer,actor",91,Fifty Shades Darker,55000000.0,114434010.0,381398492.0,326398492,693.4518036363636,2017-02-10
1868,Fifty Shades Freed,105.0,"Drama,Romance,Thriller",4.5,43893,Drama,Romance,Thriller,James Foley,"director,writer,actor",97,Fifty Shades Freed,55000000.0,100407760.0,371350619.0,316350619,675.1829436363637,2018-02-09
1869,Gifted,101.0,Drama,7.6,82426,Drama,,,Marc Webb,"producer,director,writer",4,Gifted,7000000.0,24801212.0,36964656.0,29964656,528.0665142857143,2017-04-12
1870,Maze Runner: The Death Cure,143.0,"Action,Sci-Fi,Thriller",6.2,91286,Action,Sci-Fi,Thriller,Wes Ball,"art_department,visual_effects,director",40,Maze Runner: The Death Cure,61000000.0,58032443.0,265878536.0,204878536,435.86645245901644,2018-01-26
1871,Why Him?,111.0,Comedy,6.2,89628,Comedy,,,John Hamburg,"writer,director,producer",62,Why Him?,38000000.0,60323786.0,117425156.0,79425156,309.01356842105264,2016-12-23
1872,The Meddler,103.0,"Comedy,Drama,Romance",6.3,10629,Comedy,Drama,Romance,Lorene Scafaria,"writer,actress,soundtrack",58,The Meddler,3200000.0,4267219.0,5526942.0,2326942,172.7169375,2016-04-22
1873,White Boy Rick,111.0,"Crime,Drama",6.4,16255,Crime,Drama,,Yann Demange,"director,producer,writer",42,White Boy Rick,30000000.0,24004833.0,25947983.0,-4052017,86.49327666666666,2018-09-14
1874,Miss Sloane,132.0,"Drama,Thriller",7.5,52788,Drama,Thriller,,John Madden,"director,producer,writer",36,Miss Sloane,18000000.0,3500605.0,7719630.0,-10280370,42.886833333333335,2016-11-25
1875,The Girl With All The Gifts,111.0,"Drama,Horror,Sci-Fi",6.7,46545,Drama,Horror,Sci-Fi,Colm Mccarthy,"director,assistant_director,writer",43,The Girl With All The Gifts,5250000.0,0.0,4801837.0,-448163,91.4635619047619,2017-02-24
1876,Nocturnal Animals,116.0,"Drama,Thriller",7.5,205240,Drama,Thriller,,Tom Ford,"director,writer,producer",3,Nocturnal Animals,22500000.0,10663357.0,32398681.0,9898681,143.99413777777778,2016-11-18
1877,Darkest Hour,125.0,"Biography,Drama,History",7.4,136546,Biography,Drama,History,Joe Wright,"director,producer,actor",84,Darkest Hour,30000000.0,56443120.0,150807172.0,120807172,502.6905733333333,2017-11-22
1878,Mile 22,94.0,"Action,Adventure,Thriller",6.1,47862,Action,Adventure,Thriller,Peter Berg,"producer,actor,writer",78,Mile 22,35000000.0,36108758.0,66295121.0,31295121,189.41463142857143,2018-08-17
1879,Patriots Day,133.0,"Action,Crime,Drama",7.4,76204,Action,Crime,Drama,Peter Berg,"producer,actor,writer",69,Patriots Day,40000000.0,31886361.0,52837989.0,12837989,132.09497249999998,2016-12-21
1880,Sleight,89.0,"Action,Drama,Sci-Fi",5.9,7074,Action,Drama,Sci-Fi,J.D. Dillard,"director,writer,producer",72,Sleight,250000.0,3930990.0,3934450.0,3684450,1573.78,2017-04-28
1881,Christopher Robin,104.0,"Adventure,Animation,Comedy",7.3,52737,Adventure,Animation,Comedy,Marc Forster,"producer,director,writer",43,Christopher Robin,75000000.0,99215042.0,197504758.0,122504758,263.3396773333333,2018-08-03
1882,The Star,86.0,"Adventure,Animation,Comedy",6.1,5159,Adventure,Animation,Comedy,Timothy Reckart,"animation_department,director,writer",39,The Star,20000000.0,40847995.0,62758010.0,42758010,313.79005,2017-11-17
1883,Can You Ever Forgive Me?,106.0,"Biography,Comedy,Crime",7.2,29473,Biography,Comedy,Crime,Marielle Heller,"actress,director,writer",40,Can You Ever Forgive Me?,10000000.0,8803865.0,11752387.0,1752387,117.52387,2018-10-19
1884,Battle Of The Sexes,121.0,"Biography,Comedy,Drama",6.7,43245,Biography,Comedy,Drama,Jonathan Dayton,"director,producer,camera_department",76,Battle Of The Sexes,25000000.0,12638526.0,18445379.0,-6554621,73.781516,2017-09-22
1885,Storks,87.0,"Adventure,Animation,Comedy",6.8,50448,Adventure,Animation,Comedy,Nicholas Stoller,"producer,writer,director",15,Storks,70000000.0,72679278.0,183353431.0,113353431,261.9334728571428,2016-09-23
1886,The Fate Of The Furious,136.0,"Action,Crime,Thriller",6.7,179774,Action,Crime,Thriller,F. Gary Gray,"director,actor,producer",23,The Fate Of The Furious,250000000.0,225764765.0,1234846267.0,984846267,493.9385068,2017-04-14
1887,Denial,109.0,"Biography,Drama",6.7,16593,Biography,Drama,,Mick Jackson,"director,producer,miscellaneous",66,Denial,10000000.0,4073448.0,9263940.0,-736060,92.63940000000001,2016-09-30
1889,Almost Christmas,111.0,"Comedy,Drama",6.1,5212,Comedy,Drama,,David E. Talbert,"writer,director,producer",81,Almost Christmas,17000000.0,42065185.0,42493506.0,25493506,249.96179999999998,2016-11-11
1890,Kingsman: The Golden Circle,141.0,"Action,Adventure,Comedy",6.8,230797,Action,Adventure,Comedy,Matthew Vaughn,"producer,writer,director",54,Kingsman: The Golden Circle,104000000.0,100234838.0,408803696.0,304803696,393.0804769230769,2017-09-22
1891,Bad Moms,100.0,Comedy,6.2,100952,Comedy,,,Scott Moore,"writer,producer,director",99,Bad Moms,20000000.0,113257297.0,180998716.0,160998716,904.9935800000001,2016-07-29
1892,All Saints,108.0,Drama,6.0,1220,Drama,,,Steve Gomer,"director,producer,miscellaneous",12,All Saints,2000000.0,5802208.0,5941994.0,3941994,297.0997,2017-08-25
1893,Fifty Shades Of Black,92.0,Comedy,3.5,17189,Comedy,,,Michael Tiddes,"director,producer,writer",15,Fifty Shades Of Black,5000000.0,11686940.0,22113075.0,17113075,442.26150000000007,2016-01-29
1894,Kevin Hart: What Now?,96.0,"Comedy,Documentary",5.9,8134,Comedy,Documentary,,Leslie Small,"director,producer,editor",97,Kevin Hart: What Now?,10000000.0,23591043.0,23591043.0,13591043,235.91043,2016-10-14
1895,On The Basis Of Sex,120.0,"Biography,Drama",6.9,12083,Biography,Drama,,Mimi Leder,"producer,director,miscellaneous",81,On The Basis Of Sex,20000000.0,24622687.0,38073377.0,18073377,190.366885,2018-12-25
1896,Loving,123.0,"Biography,Drama,Romance",7.0,28079,Biography,Drama,Romance,Jeff Nichols,"writer,director,producer",92,Loving,9000000.0,7710234.0,12898064.0,3898064,143.31182222222222,2016-11-04
1897,Under The Rainbow,75.0,Horror,6.2,8,Horror,,,Luke Ramer,"director,writer,producer",99,Under The Rainbow,20000000.0,18826490.0,18826490.0,-1173510,94.13245,2014-06-27
1898,Collateral Beauty,97.0,"Drama,Romance",6.8,78764,Drama,Romance,,David Frankel,"producer,director,writer",13,Collateral Beauty,36000000.0,31016021.0,85309093.0,49309093,236.96970277777777,2016-12-16
1899,It Comes At Night,91.0,"Horror,Mystery",6.2,69039,Horror,Mystery,,Trey Edward Shults,"director,writer,editor",4,It Comes At Night,5000000.0,13985117.0,19720203.0,14720203,394.40406,2017-06-09
1900,Hunt For The Wilderpeople,101.0,"Adventure,Comedy,Drama",7.9,87532,Adventure,Comedy,Drama,Taika Waititi,"actor,producer,director",25,Hunt For The Wilderpeople,2500000.0,5205471.0,23845533.0,21345533,953.8213199999999,2016-06-24
1901,Bumblebee,114.0,"Action,Adventure,Sci-Fi",6.9,94155,Action,Adventure,Sci-Fi,Travis Knight,"animation_department,producer,director",62,Bumblebee,102000000.0,127195589.0,465195589.0,363195589,456.07410686274505,2018-12-21
1902,Early Man,89.0,"Adventure,Animation,Comedy",6.1,15882,Adventure,Animation,Comedy,Nick Park,"writer,producer,animation_department",98,Early Man,50000000.0,8267544.0,45285890.0,-4714110,90.57178,2018-02-16
1903,Book Club,72.0,Documentary,6.6,9,Documentary,,,Hope Hartman,director,43,Book Club,10000000.0,68566296.0,91113683.0,81113683,911.13683,2018-05-18
1905,American Hero,86.0,"Action,Comedy,Drama",4.9,3661,Action,Comedy,Drama,Nick Love,"writer,producer,director",3,American Hero,1000000.0,0.0,26.0,-999974,0.0026,2015-12-11
1906,Unfriended: Dark Web,92.0,"Crime,Horror,Mystery",5.9,13822,Crime,Horror,Mystery,Stephen Susco,"writer,producer,director",29,Unfriended: Dark Web,1000000.0,8866745.0,16434588.0,15434588,1643.4588,2018-07-20
1907,Pitch Perfect 3,93.0,"Comedy,Music",5.8,45127,Comedy,Music,,Trish Sie,"director,miscellaneous,writer",58,Pitch Perfect 3,45000000.0,104897530.0,185736412.0,140736412,412.7475822222222,2017-12-22
1908,The Promise,133.0,"Drama,History",6.1,164555,Drama,History,,Terry George,"writer,producer,miscellaneous",78,The Promise,90000000.0,8224288.0,10551417.0,-79448583,11.723796666666667,2017-04-21
1910,Lbj,98.0,"Biography,Drama,History",6.5,4396,Biography,Drama,History,Rob Reiner,"actor,writer,producer",82,Lbj,20000000.0,2468683.0,2507181.0,-17492819,12.535905,2017-11-03
1911,The Meg,113.0,"Action,Horror,Sci-Fi",5.7,114042,Action,Horror,Sci-Fi,Jon Turteltaub,"producer,director,writer",94,The Meg,178000000.0,145443742.0,529530715.0,351530715,297.4891657303371,2018-08-10
1912,Lights Out,81.0,"Drama,Horror,Mystery",6.3,100650,Drama,Horror,Mystery,David F. Sandberg,"director,composer,writer",55,Lights Out,5000000.0,67268835.0,148806510.0,143806510,2976.1302,2016-07-22
1913,How To Be A Latin Lover,115.0,"Comedy,Drama",5.9,11747,Comedy,Drama,,Ken Marino,"actor,writer,producer",75,How To Be A Latin Lover,10000000.0,32149404.0,62556228.0,52556228,625.56228,2017-04-28
1914,Rough Night,101.0,"Comedy,Crime,Thriller",5.2,39447,Comedy,Crime,Thriller,Lucia Aniello,"producer,director,writer",87,Rough Night,20000000.0,22105643.0,46844357.0,26844357,234.22178499999998,2017-06-16
1915,Hush,100.0,Documentary,4.8,13,Documentary,,,Punam Kumar Gill,"director,writer,producer",22,Hush,1000000.0,0.0,0.0,-1000000,0.0,2016-03-12
1917,Hidden Figures,127.0,"Biography,Drama,History",7.8,171131,Biography,Drama,History,Theodore Melfi,"producer,director,writer",64,Hidden Figures,25000000.0,169607287.0,231771716.0,206771716,927.086864,2016-12-10
1918,Baahubali 2: The Conclusion,167.0,"Action,Drama",8.3,65656,Action,Drama,,S.S. Rajamouli,"writer,producer,director",55,Baahubali 2: The Conclusion,30000000.0,18985794.0,263502914.0,233502914,878.3430466666667,2017-04-27
1919,The Perfect Match,96.0,"Comedy,Romance",4.9,3052,Comedy,Romance,,Bille Woodruff,"director,cinematographer,producer",22,The Perfect Match,5000000.0,9669521.0,10182050.0,5182050,203.64100000000002,2016-03-11
1920,The Emoji Movie,86.0,"Adventure,Animation,Comedy",3.2,47294,Adventure,Animation,Comedy,Tony Leondis,"writer,director,actor",7,The Emoji Movie,50000000.0,86089513.0,216562312.0,166562312,433.124624,2017-07-23
1921,Jurassic World: Fallen Kingdom,128.0,"Action,Adventure,Sci-Fi",6.2,219125,Action,Adventure,Sci-Fi,J.A. Bayona,"director,writer,actor",13,Jurassic World: Fallen Kingdom,170000000.0,417719760.0,1305772799.0,1135772799,768.1016464705882,2018-06-22
1922,Lady Bird,94.0,"Comedy,Drama",7.4,177677,Comedy,Drama,,Greta Gerwig,"actress,writer,producer",53,Lady Bird,10000000.0,48958273.0,78610769.0,68610769,786.1076899999999,2017-11-03
1923,Moonlight,111.0,Drama,7.4,227964,Drama,,,Barry Jenkins,"writer,director,producer",64,Moonlight,1500000.0,27854931.0,65245512.0,63745512,4349.7008000000005,2016-10-21
1924,Middle School: The Worst Years Of My Life,92.0,"Comedy,Family",6.1,6413,Comedy,Family,,Steve Carr,"director,producer",39,Middle School: The Worst Years Of My Life,8500000.0,20007149.0,23311293.0,14811293,274.25050588235297,2016-10-07
1925,The Square,151.0,"Comedy,Drama",7.2,44239,Comedy,Drama,,Ruben Östlund,"director,writer,editor",10,The Square,1900000.0,406216.0,740932.0,-1159068,38.99642105263158,2013-10-25
1927,Mandy,113.0,"Drama,Thriller",4.1,39,Drama,Thriller,,Adam Vermillion,"director,writer,producer",71,Mandy,6000000.0,1214525.0,1427656.0,-4572344,23.794266666666665,2018-09-13
1929,"Everything, Everything",96.0,"Drama,Romance",6.4,26811,Drama,Romance,,Stella Meghie,"director,writer,producer",70,"Everything, Everything",10000000.0,34121140.0,61603136.0,51603136,616.0313600000001,2017-05-19
1930,Dunkirk,106.0,"Action,Drama,History",7.9,466580,Action,Drama,History,Christopher Nolan,"writer,producer,director",69,Dunkirk,150000000.0,190068280.0,499837368.0,349837368,333.224912,2017-07-19
1931,"Three Billboards Outside Ebbing, Missouri",115.0,"Crime,Drama",8.2,344047,Crime,Drama,,Martin Mcdonagh,"writer,director,producer",59,"Three Billboards Outside Ebbing, Missouri",12000000.0,54513740.0,160191915.0,148191915,1334.9326250000001,2017-11-10
1932,Mary Poppins Returns,130.0,"Comedy,Family,Fantasy",6.9,52103,Comedy,Family,Fantasy,Rob Marshall,"director,miscellaneous,producer",45,Mary Poppins Returns,130000000.0,171958438.0,341528518.0,211528518,262.7142446153846,2018-12-19
1933,Get Out,104.0,"Horror,Mystery,Thriller",7.7,400474,Horror,Mystery,Thriller,Jordan Peele,"actor,writer,producer",49,Get Out,5000000.0,176040665.0,255367951.0,250367951,5107.35902,2017-02-24
1934,Sicario: Day Of The Soldado,122.0,"Action,Crime,Drama",7.1,95650,Action,Crime,Drama,Stefano Sollima,"director,writer,assistant_director",59,Sicario: Day Of The Soldado,35000000.0,50065850.0,75885196.0,40885196,216.81484571428572,2018-06-29
1935,Dangal,161.0,"Action,Biography,Drama",8.5,123638,Action,Biography,Drama,Nitesh Tiwari,"writer,director,music_department",56,Dangal,9500000.0,12391761.0,294654618.0,285154618,3101.627557894737,2016-12-21
1936,The Favourite,119.0,"Biography,Drama,History",7.6,116011,Biography,Drama,History,Yorgos Lanthimos,"director,writer,producer",39,The Favourite,15000000.0,34366783.0,94113929.0,79113929,627.4261933333333,2018-11-23
1937,Ant-Man And The Wasp,118.0,"Action,Adventure,Comedy",7.1,244024,Action,Adventure,Comedy,Peyton Reed,"director,producer,actor",41,Ant-Man And The Wasp,130000000.0,216648740.0,623144660.0,493144660,479.3420461538462,2018-07-06
1938,Mother!,121.0,"Drama,Horror,Mystery",6.6,156813,Drama,Horror,Mystery,Darren Aronofsky,"producer,director,writer",59,Mother!,30000000.0,17800004.0,42531076.0,12531076,141.77025333333333,2017-09-15
